time,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5
2.857418713,-0.001886824,0.000747909,0.030047802,-0.066493206,0.001676553,0.004842409,-0.003264878,-0.001513062,0.067265861,0.007116865,0.003159204,0.009030879,-150.018630981,233.564712524,-274.256500244,-894.814453125,10.721950531,133.450622559,-0.009696823,-0.878967643,-0.998618782,-0.777455509,-0.006415891,-0.000003158
2.877488270,-0.002098620,0.000655558,0.031538460,-0.066981375,0.001761071,0.004977143,-0.010582547,-0.002839771,0.073196046,-0.001802539,0.003924860,0.003834218,111.011482239,589.159057617,-2071.943359375,4625.365722656,-147.933731079,18.359319687,0.007488635,-0.910068333,-1.031278610,-0.742880404,-0.006955061,0.000024860
2.897572277,-0.002254748,0.000437590,0.033288144,-0.067224145,0.001853024,0.005213557,-0.012304606,-0.009793052,0.089064717,0.002096042,0.004775927,0.005199041,-211.707778931,350.069030762,-1234.037109375,2638.005126953,-71.764533997,20.058235168,-0.012264259,-0.899774194,-1.051902771,-0.742155373,-0.006932706,-0.000077833
2.917721555,-0.002426106,0.000176431,0.035156030,-0.067382418,0.001950790,0.005475386,-0.011100577,-0.013023514,0.098941199,-0.000420897,0.005179364,0.008361432,-373.767578125,805.768066406,-2642.105468750,5122.770996094,-158.481628418,193.180267334,-0.010487624,-0.881211102,-1.066334724,-0.749770582,-0.006954240,-0.000034536
2.937885932,-0.002641642,-0.000106963,0.037130974,-0.067604005,0.002056996,0.005723923,-0.012639681,-0.014564281,0.105516464,-0.003496829,0.005626377,0.008787371,-245.236816406,799.189392090,-2596.619140625,5052.704101562,-162.443450928,186.419509888,-0.006705238,-0.872297645,-1.073301554,-0.750291765,-0.006999474,-0.000011763
2.958031623,-0.002987108,-0.000188898,0.040091883,-0.067531213,0.002210640,0.005997492,-0.013601140,-0.003213354,0.085309848,-0.000596083,0.004854832,0.003458482,130.507400513,669.108581543,-2380.234130859,5343.509277344,-161.527984619,-19.800056458,0.010167612,-0.980604231,-1.118811846,-0.753138423,-0.007098486,0.000021343
2.978176551,-0.003185474,-0.000446594,0.042136770,-0.067793198,0.002313291,0.006238522,-0.015221091,-0.011470721,0.103618726,0.004647722,0.005387281,0.005021539,-533.901977539,918.977844238,-3262.047851562,6993.427246094,-155.089736938,-28.706096649,-0.013466410,-0.966087222,-1.143579602,-0.752010465,-0.006936158,-0.000103469
2.998325186,-0.003411755,-0.000757616,0.044318508,-0.067958198,0.002428147,0.006499406,-0.014112766,-0.015413660,0.115162298,0.001430382,0.005705743,0.008241971,-300.252197266,763.167907715,-2514.251220703,4891.848144531,-165.509078979,117.430480957,-0.009537399,-0.942057192,-1.160404205,-0.760916412,-0.007126200,-0.000044355
3.018462079,-0.003687246,-0.001092524,0.046613067,-0.068188570,0.002554296,0.006743267,-0.016112605,-0.017192252,0.122446597,-0.002264421,0.006442521,0.008489647,-256.656219482,932.209472656,-3041.113769531,5923.504882812,-211.475860596,124.747123718,-0.006285410,-0.930411339,-1.167099237,-0.761820853,-0.007192167,-0.000026734
3.038625623,-0.003974713,-0.001458105,0.049033519,-0.068424076,0.002684015,0.006986575,-0.017478613,-0.018729143,0.128773123,-0.001194869,0.006805180,0.008211417,-241.565948486,786.820617676,-2572.417724609,5054.709472656,-160.374435425,26.069276810,-0.008575702,-0.919588804,-1.177322030,-0.761553764,-0.007152367,-0.000052999
3.058703652,-0.004405899,-0.001850390,0.053177733,-0.067884065,0.002890865,0.007374236,-0.006995240,-0.003224975,0.101537980,0.012085685,0.004218313,0.009590749,-50.334144592,152.677536011,-220.089385986,-400.387176514,-40.615001678,44.402488708,-0.010354255,-0.996141195,-1.209718108,-0.818219543,-0.006867674,-0.000002722
3.078789661,-0.004783371,-0.001982445,0.055352207,-0.068520702,0.003024859,0.007486533,-0.019472254,-0.004216848,0.107405096,0.000704791,0.006740584,0.002561493,65.900665283,351.378692627,-1238.625610352,2762.097656250,-73.795394897,-30.950231552,0.012466355,-1.047000527,-1.248062968,-0.768217623,-0.007315605,0.000015106
3.098930305,-0.005060513,-0.002291237,0.057885829,-0.068799339,0.003142175,0.007713520,-0.020337468,-0.013519366,0.127910390,0.009696745,0.006317194,0.004336344,-228.292373657,432.165222168,-1533.328613281,3306.549560547,-46.827308655,-70.421211243,-0.016603265,-1.034498811,-1.280470610,-0.765906632,-0.006864998,-0.000147486
3.119087857,-0.005394429,-0.002663247,0.060581192,-0.068948321,0.003286442,0.007944365,-0.019873351,-0.018102808,0.141433492,0.006577236,0.006555827,0.007067844,-134.938552856,474.577728271,-1562.388793945,3063.013183594,-110.420959473,2.016236544,-0.007933402,-1.008470297,-1.305378914,-0.777308226,-0.007416460,-0.000066653
3.139210046,-0.005928023,-0.003019032,0.065164298,-0.068236634,0.003521803,0.008287450,-0.008510369,-0.001768484,0.113031410,0.015610315,0.004435360,0.009037201,-41.802566528,169.448379517,-252.477859497,-427.548095703,-69.356277466,29.200603485,-0.008849711,-1.103567362,-1.334742785,-0.841850519,-0.007147457,-0.000005817
3.159274864,-0.006384403,-0.003140589,0.067583181,-0.068885386,0.003675041,0.008372298,-0.023862783,-0.003269001,0.119380072,0.004426504,0.008099860,0.001343807,59.026371002,361.203216553,-1291.076171875,2900.251953125,-59.836151123,-59.709613800,0.014836377,-1.162310839,-1.375899911,-0.786106229,-0.007385819,-0.000002480
3.179333564,-0.006718108,-0.003467751,0.070412293,-0.069145493,0.003796744,0.008572487,-0.023811264,-0.013879422,0.142004892,0.015504736,0.006638625,0.003371168,-229.063613892,466.998229980,-1671.639282227,3626.709960938,-30.019412994,-115.617584229,-0.016830601,-1.148257017,-1.414528608,-0.783189058,-0.006751276,-0.000178940
3.199479268,-0.007136938,-0.003872097,0.073423006,-0.069260910,0.003961516,0.008762363,-0.024349753,-0.019361600,0.157212839,0.011766748,0.007035878,0.005524521,-115.691040039,521.419738770,-1729.095703125,3411.517578125,-124.434684753,-48.526302338,-0.004488581,-1.118846536,-1.444085956,-0.796335936,-0.007628442,-0.000085928
3.219538394,-0.007599787,-0.004301076,0.076559477,-0.069446720,0.004138395,0.008934089,-0.027265940,-0.021576039,0.166188255,0.006544713,0.008496417,0.005295096,-119.767005920,520.794677734,-1715.083007812,3373.498291016,-120.464149475,-79.367050171,-0.006559691,-1.108656287,-1.455113649,-0.799037755,-0.007594276,-0.000103364
3.239599084,-0.008298798,-0.004739298,0.081927374,-0.068528935,0.004410549,0.009198532,-0.011789452,-0.002690355,0.132146299,0.021354459,0.004766306,0.007450242,-7.169948101,214.736236572,-357.434356689,-361.402404785,-108.348831177,5.986726761,-0.004502092,-1.216790318,-1.502184272,-0.873306572,-0.007614606,0.000000024
3.259660683,-0.008864733,-0.004871379,0.084700719,-0.069212496,0.004591070,0.009243229,-0.030481964,-0.003507332,0.137287676,0.007837443,0.010027567,-0.000418734,31.133310318,412.134307861,-1474.149902344,3290.496093750,-39.477325439,-103.845382690,0.013780007,-1.289660215,-1.541984558,-0.810457647,-0.007368241,-0.000040485
3.279720690,-0.009289460,-0.005233287,0.087929539,-0.069467098,0.004721719,0.009388555,-0.028795315,-0.015000085,0.161275938,0.022350758,0.007089094,0.001773982,-224.700775146,550.728576660,-1980.368774414,4332.752441406,-15.797451019,-192.537704468,-0.015708182,-1.277340531,-1.586345792,-0.805228531,-0.006678066,-0.000213766
3.299831977,-0.009836536,-0.005687229,0.091362327,-0.069537804,0.004915569,0.009503330,-0.031331982,-0.021348171,0.178112835,0.019247232,0.007982875,0.002697947,-100.776466370,607.517272949,-2026.930053711,4040.212890625,-135.474395752,-145.080886841,-0.001227839,-1.244629025,-1.622794628,-0.820529222,-0.007836760,-0.000129081
3.320003120,-0.010410769,-0.006163538,0.094919033,-0.069673508,0.005114861,0.009602522,-0.033892073,-0.023649348,0.187555581,0.013433410,0.009405381,0.002396345,-130.885726929,617.251831055,-2043.320068359,4043.073486328,-128.305114746,-187.184600830,-0.006794243,-1.234512568,-1.636759043,-0.824653983,-0.007699680,-0.000162247
3.340155623,-0.011309926,-0.006649277,0.101015769,-0.068531893,0.005430906,0.009742284,-0.015462187,-0.002836176,0.150155619,0.027312402,0.005028583,0.005031084,29.110712051,267.508514404,-480.611907959,-282.244445801,-158.010086060,-31.430355072,0.001162086,-1.357599378,-1.695047975,-0.909229100,-0.008193891,-0.000000330
3.360215517,-0.011994568,-0.006782425,0.104126424,-0.069224350,0.005635486,0.009729570,-0.037788015,-0.003230585,0.154262006,0.012671440,0.012027523,-0.002666828,-12.916664124,455.422790527,-1639.830566406,3663.284179688,-3.125436306,-161.352996826,0.009886472,-1.444393158,-1.732067347,-0.839305937,-0.007163436,-0.000095404
3.380358082,-0.012531753,-0.007170848,0.107737727,-0.069449320,0.005776980,0.009790565,-0.034493562,-0.015606417,0.179436207,0.030960588,0.007552390,-0.000640743,-189.453338623,618.356140137,-2234.128662109,4936.249023438,-0.461957872,-285.680480957,-0.011309634,-1.433440447,-1.782484055,-0.832016826,-0.006690092,-0.000247532
3.400418424,-0.013222393,-0.007669161,0.111581378,-0.069457330,0.005998577,0.009802706,-0.039482724,-0.022943096,0.197952271,0.028803796,0.009123405,-0.001158793,-102.451301575,716.294006348,-2411.201904297,4869.296875000,-129.529953003,-290.045257568,0.000389810,-1.397302866,-1.826012850,-0.849148214,-0.007884312,-0.000199612
3.420568711,-0.013924508,-0.008187940,0.115544245,-0.069516763,0.006218942,0.009799528,-0.041192323,-0.025349280,0.207818195,0.022457879,0.010194729,-0.001498440,-124.257614136,690.419799805,-2298.238769531,4583.409179688,-122.803329468,-314.368560791,-0.005566728,-1.386836290,-1.843771458,-0.855138779,-0.007786124,-0.000229319
3.440653564,-0.015051330,-0.008676630,0.122267269,-0.068190649,0.006597260,0.009773600,-0.019602733,-0.005088894,0.173203051,0.027276384,0.006740319,0.002877858,209.142257690,180.167770386,-162.689239502,-923.684204102,-281.451232910,-7.213484287,0.026845431,-1.540829659,-1.878970623,-0.950803280,-0.009877988,0.000102851
3.460728522,-0.015845966,-0.008814084,0.125676498,-0.068710260,0.006804036,0.009679935,-0.045812622,-0.003191037,0.169605896,0.025075693,0.014920706,-0.005533390,-92.439285278,467.154937744,-1685.302001953,3740.554687500,105.514434814,-244.663818359,-0.003020433,-1.626387000,-1.937823534,-0.878044605,-0.006211784,-0.000178447
3.480873778,-0.016533889,-0.009231037,0.129663557,-0.068933889,0.006957604,0.009621268,-0.041584902,-0.015694385,0.194959000,0.043276742,0.008243068,-0.004326244,-116.445327759,701.472778320,-2534.498291016,5631.181640625,43.616065979,-412.611816406,0.000141762,-1.614573240,-2.003889561,-0.864520133,-0.006717034,-0.000275354
3.501021246,-0.017368913,-0.009772222,0.133902237,-0.068894416,0.007198822,0.009505697,-0.048366640,-0.024181856,0.215747207,0.040372349,0.009968665,-0.006056205,-127.486259460,806.803649902,-2748.880859375,5639.709472656,-86.913002014,-474.005187988,-0.002315632,-1.577359080,-2.053575516,-0.881862044,-0.007616626,-0.000305965
3.521240484,-0.018228574,-0.010338503,0.138261631,-0.068876192,0.007446580,0.009366160,-0.049698189,-0.027137162,0.226911053,0.033011440,0.010993789,-0.006579973,-101.683044434,773.347167969,-2594.057617188,5239.667968750,-118.649085999,-470.790344238,-0.001322033,-1.564360380,-2.074597836,-0.889408290,-0.007967567,-0.000303672
3.541303606,-0.019555939,-0.010401349,0.144708678,-0.067908317,0.007826215,0.009147473,-0.050838728,-0.001878220,0.179469183,0.023332829,0.014957639,-0.007695860,-150.131607056,546.807128906,-2018.535278320,4555.522460938,102.183158875,-306.319793701,-0.009610564,-1.829437256,-2.150099993,-0.907579422,-0.006117475,-0.000236567
3.561368268,-0.020376088,-0.010828289,0.148905575,-0.068052351,0.008006861,0.008972629,-0.047842614,-0.016190663,0.206463680,0.048513267,0.009353399,-0.007456460,-75.625648499,753.381347656,-2762.725585938,6252.962890625,32.961048126,-541.536804199,0.008880003,-1.816608667,-2.207048893,-0.895278871,-0.007088852,-0.000316039
3.581526849,-0.021321813,-0.011397375,0.153373718,-0.067888476,0.008256093,0.008730534,-0.054874945,-0.025309512,0.227085084,0.050056208,0.010987237,-0.010312722,-133.358383179,838.290283203,-2883.687255859,5979.691406250,-44.840362549,-637.190185547,-0.003420640,-1.770850539,-2.261390448,-0.916028380,-0.007371729,-0.000397676
3.601678192,-0.022322558,-0.012001866,0.157982111,-0.067795314,0.008521646,0.008453980,-0.057213672,-0.028604720,0.238449529,0.042283464,0.012029826,-0.011612608,-84.185791016,858.209533691,-2900.581054688,5917.638183594,-89.491355896,-647.367797852,0.003225790,-1.751342297,-2.285147667,-0.923534274,-0.007943131,-0.000375450
3.621822180,-0.023384647,-0.012641335,0.162729859,-0.067708135,0.008793070,0.008139472,-0.060837977,-0.030748129,0.246514738,0.042373247,0.013357703,-0.013060826,-88.442794800,845.417175293,-2863.042968750,5899.747558594,-56.270793915,-658.803894043,0.000065137,-1.743224025,-2.303683043,-0.925331235,-0.007703228,-0.000389682
3.641974096,-0.025109507,-0.013310988,0.170860738,-0.065711759,0.009252982,0.007606147,-0.032425113,-0.004294037,0.199351057,0.051709529,0.006361725,-0.008891981,220.719955444,433.360137939,-912.414428711,220.428939819,-281.286254883,-240.437210083,0.043415755,-1.894163370,-2.409947395,-1.042554975,-0.010787135,-0.000009462
3.662143945,-0.026125552,-0.013434815,0.174837202,-0.066312395,0.009479816,0.007320778,-0.060087182,-0.002035709,0.198056638,0.031793941,0.015955944,-0.012033083,-238.742034912,603.634033203,-2212.174072266,4958.346191406,176.867767334,-411.337280273,-0.032413427,-2.026714802,-2.425034046,-0.954663992,-0.005127978,-0.000340413
3.682207965,-0.027209355,-0.013882216,0.179428220,-0.066420570,0.009709142,0.006930218,-0.060816661,-0.016441036,0.224924773,0.059762206,0.011816452,-0.013934709,-5.010259151,820.277465820,-3019.485351562,6950.952148438,68.323226929,-776.677001953,0.021824898,-2.023506165,-2.481406689,-0.936639726,-0.007439165,-0.000405583
3.702272039,-0.028340979,-0.014479913,0.184301421,-0.066109076,0.009967974,0.006461627,-0.065907881,-0.025928183,0.245989799,0.066399768,0.012195561,-0.018106181,-139.068359375,926.826843262,-3218.954101562,6822.877929688,30.090715408,-956.718078613,-0.007711379,-1.979435802,-2.544754028,-0.959753036,-0.006946270,-0.000560431
3.722423170,-0.029585825,-0.015108783,0.189303979,-0.065836810,0.010266572,0.005940764,-0.070386104,-0.029060099,0.257221073,0.059117749,0.013914435,-0.020620516,-62.353099823,947.904174805,-3217.510009766,6661.982421875,-28.667146683,-940.996887207,0.005833554,-1.962327003,-2.577482700,-0.970914721,-0.007838710,-0.000513628
3.742628635,-0.031633921,-0.015727367,0.197876856,-0.063498199,0.010775750,0.005083749,-0.039980389,-0.002466387,0.210404336,0.062705517,0.007342200,-0.015733302,299.213867188,478.089874268,-1045.908569336,438.064910889,-305.359558105,-342.126861572,0.068039998,-2.133563519,-2.692610741,-1.094844580,-0.011899790,-0.000021826
3.762715887,-0.032734606,-0.015814554,0.202055275,-0.063993834,0.010986957,0.004668451,-0.066150233,0.000179140,0.208125845,0.041400149,0.016096987,-0.016080495,-309.516479492,642.466064453,-2379.070312500,5370.855957031,247.569885254,-514.156127930,-0.053522546,-2.280602455,-2.701010227,-1.003256083,-0.004145768,-0.000425411
3.782869115,-0.034052085,-0.016244009,0.206866696,-0.064005263,0.011255834,0.004065960,-0.072613046,-0.014919495,0.235113695,0.070989728,0.014248860,-0.020272352,22.206632614,832.154541016,-3097.712890625,7240.252441406,122.982215881,-998.194274902,0.029880045,-2.283644199,-2.756461143,-0.982569933,-0.007453100,-0.000519118
3.803003558,-0.035352312,-0.016844533,0.211991578,-0.063557610,0.011520923,0.003368537,-0.075359225,-0.025339643,0.257129937,0.080953509,0.013229903,-0.025771027,-118.548141479,984.997192383,-3469.325927734,7513.867187500,102.046173096,-1280.942504883,-0.004887435,-2.238605022,-2.825261593,-1.005690575,-0.006707168,-0.000706288
3.823150544,-0.036807034,-0.017490827,0.217257977,-0.063117281,0.011840041,0.002605747,-0.082068846,-0.029289115,0.269229889,0.074509412,0.015539552,-0.029453736,-64.011940002,987.710205078,-3391.593994141,7143.568847656,50.180789948,-1223.447021484,0.004729995,-2.217961788,-2.863427162,-1.019157171,-0.007444187,-0.000666996
3.843190315,-0.039241564,-0.018123448,0.226282761,-0.060383633,0.012402460,0.001365972,-0.049124476,-0.002166496,0.221192211,0.074641407,0.008572924,-0.023761258,370.632446289,522.368530273,-1175.740356445,633.474975586,-305.993041992,-469.748504639,0.096506752,-2.393621922,-2.995591879,-1.152518749,-0.012992016,-0.000050748
3.863301002,-0.040425289,-0.018184392,0.230622932,-0.060761053,0.012596031,0.000800403,-0.071755186,0.001644680,0.216650575,0.050215222,0.015817646,-0.020789208,-341.025604248,658.087097168,-2447.406005859,5532.909667969,297.975677490,-604.811950684,-0.072249934,-2.555145025,-2.995254278,-1.058066010,-0.003359443,-0.000493744
3.883445091,-0.041981936,-0.018602990,0.235612258,-0.060702790,0.012899256,-0.000039080,-0.085333183,-0.013971995,0.243353277,0.080383465,0.016838847,-0.027297836,16.803295135,2004.318237305,-7571.153320312,18000.531250000,478.323608398,-3018.537109375,0.027568132,-2.565102100,-3.044455051,-1.032261014,-0.007010282,-0.000674699
3.903530330,-0.043486137,-0.019211838,0.240933284,-0.060116619,0.013179639,-0.001002259,-0.086136363,-0.025247036,0.265922308,0.094216757,0.014759745,-0.034572300,-68.790649414,1001.116333008,-3572.778808594,7906.745117188,171.224258423,-1619.091552734,0.005183143,-2.517061710,-3.116823673,-1.055413008,-0.006731693,-0.000861216
3.923966010,-0.046212286,-0.019825257,0.250086993,-0.057017289,0.013785027,-0.002586068,-0.056234349,-0.001220591,0.223629400,0.083463438,0.009466652,-0.031070489,413.483947754,525.200073242,-1211.706298828,743.812255859,-296.439025879,-560.174865723,0.127550423,-2.664858818,-3.273896217,-1.206216812,-0.014104642,-0.000078968
3.944130909,-0.047454525,-0.019882400,0.254505903,-0.057369068,0.013959303,-0.003292682,-0.075831525,0.001991217,0.220051870,0.055328913,0.015371819,-0.025052899,-377.373657227,692.218811035,-2617.351562500,5999.680664062,351.792938232,-712.304138184,-0.088378727,-2.828532934,-3.256946087,-1.104556084,-0.002670756,-0.000553387
3.964213533,-0.049199760,-0.020320384,0.259585142,-0.057244215,0.014284642,-0.004348810,-0.095582947,-0.014896194,0.247600660,0.086887419,0.018771198,-0.033610828,-27.064599991,884.431640625,-3396.613037109,8203.352539062,285.913848877,-1608.328002930,0.019025221,-2.832379818,-3.296737671,-1.076529622,-0.006370274,-0.000834261
3.984362143,-0.050890867,-0.020962251,0.264998615,-0.056538407,0.014583891,-0.005554051,-0.095794193,-0.026878582,0.270337462,0.103114285,0.016374959,-0.042687487,-24.055658340,978.721252441,-3528.949462891,7929.185058594,222.229080200,-1884.910522461,0.017094117,-2.772939920,-3.368205309,-1.100630879,-0.006870052,-0.001002169
4.004506255,-0.052709192,-0.021668384,0.270560443,-0.055788193,0.014917970,-0.006830631,-0.102798611,-0.031872731,0.282806963,0.098979607,0.018151959,-0.048046652,-71.910987854,1030.126220703,-3611.580810547,7843.646972656,222.179443359,-1859.492309570,-0.001716459,-2.736502647,-3.409390926,-1.117185950,-0.006468635,-0.000994432
4.024657551,-0.055941898,-0.022418518,0.280102253,-0.052386582,0.015581850,-0.008890809,-0.068655752,-0.004728090,0.233475506,0.094885714,0.011526595,-0.040806327,482.626800537,553.495605469,-1282.987670898,853.281494141,-258.317596436,-721.070434570,0.163090453,-2.889872074,-3.562067032,-1.262478232,-0.015160317,-0.000126435
4.044804012,-0.057290912,-0.022498554,0.284634829,-0.052590873,0.015741792,-0.009795349,-0.082159877,0.000660780,0.226494059,0.063741036,0.015020287,-0.031335671,-348.242919922,693.685058594,-2593.882080078,5913.542480469,387.993255615,-828.817932129,-0.098423190,-3.058299780,-3.540671587,-1.161395550,-0.002383607,-0.000608615
4.064963731,-0.059249237,-0.022944752,0.289808631,-0.052415714,0.016079986,-0.011133707,-0.107781038,-0.015408301,0.252437323,0.092890315,0.020619107,-0.041935138,-85.756072998,858.863708496,-3328.676025391,8158.262695312,378.771972656,-1923.333374023,-0.005241650,-3.070521116,-3.568854094,-1.127138734,-0.005224254,-0.001047552
4.085116107,-0.061215077,-0.023607323,0.295331329,-0.051607415,0.016410096,-0.012670497,-0.110106066,-0.027845068,0.275525570,0.112317882,0.018936062,-0.053686935,10.958117485,986.741333008,-3595.503662109,8272.260742188,309.200164795,-2334.736816406,0.025724949,-3.008742809,-3.637896061,-1.148514390,-0.006844702,-0.001207744
4.105176392,-0.063258290,-0.024337312,0.301001102,-0.050668299,0.016752787,-0.014281104,-0.115311630,-0.033051278,0.288213372,0.111385196,0.019726729,-0.060024846,-49.724079132,1016.026672363,-3586.536376953,7940.960449219,311.569824219,-2239.697753906,-0.000563049,-2.966261148,-3.682452917,-1.167510033,-0.006184615,-0.001195178
4.125245780,-0.065434232,-0.025085088,0.306753427,-0.049737111,0.017121786,-0.015951101,-0.121862829,-0.034792427,0.294892132,0.108523652,0.021404598,-0.062651053,-50.970169067,2418.343505859,-8456.495117188,18647.972656250,757.375061035,-5179.035156250,0.006012610,-2.949398994,-3.707577467,-1.175364137,-0.006469192,-0.001143062
4.145307175,-0.068427607,-0.025174102,0.315296620,-0.046886232,0.017615151,-0.017980253,-0.088436171,0.001583800,0.229419351,0.072102301,0.014703345,-0.038158849,-783.789062500,1756.309692383,-6530.955566406,14932.595703125,1071.286865234,-2416.808349609,-0.102339782,-3.293138027,-3.823983431,-1.217798471,-0.002360580,-0.000655613
4.165378648,-0.070567027,-0.025589231,0.320495397,-0.046606347,0.017952271,-0.019622354,-0.118406311,-0.013983410,0.254380554,0.099412240,0.021795113,-0.050725598,-369.039337158,2084.583740234,-8173.269042969,20376.968750000,1184.633422852,-5751.258300781,-0.037031252,-3.317554712,-3.842358828,-1.179484129,-0.003891430,-0.001277913
4.185440071,-0.072808072,-0.026229721,0.326045305,-0.045639560,0.018310571,-0.021512853,-0.124550991,-0.026790321,0.277479619,0.121502854,0.021451982,-0.065476239,60.920299530,2422.425781250,-8923.193359375,20989.208984375,1007.747131348,-7063.995117188,0.027773617,-3.259245396,-3.910812616,-1.199869275,-0.006570513,-0.001441005
4.205523675,-0.075087599,-0.026941346,0.331741422,-0.044477295,0.018664379,-0.023479279,-0.128186837,-0.032175645,0.290142357,0.123423494,0.021419477,-0.072811060,-1.201119781,62.306076050,-221.460403442,499.614410400,25.118829727,-167.611129761,0.005523053,-3.216742754,-3.960066795,-1.221074581,-0.006067011,-0.001400846
4.225606399,-0.079282656,-0.027693581,0.341534585,-0.040168904,0.019424386,-0.026619945,-0.094650455,-0.004681630,0.240391731,0.120241590,0.015584016,-0.063157670,1506.458984375,1463.073364258,-3371.100341797,2306.105224609,-444.285919189,-2803.412597656,0.241780832,-3.364251137,-4.148891926,-1.379713416,-0.017328499,-0.000262314
4.245692637,-0.080873221,-0.027724884,0.346127272,-0.040037267,0.019564712,-0.027980974,-0.095712245,0.003072516,0.230773106,0.081525117,0.014667016,-0.045810048,-640.832214355,1709.581176758,-6326.395996094,14497.210937500,1135.210205078,-2744.233154297,-0.097790293,-3.549193621,-4.116640091,-1.277081847,-0.002608956,-0.000705629
4.265855476,-0.083177373,-0.028098062,0.351318389,-0.039633829,0.019891847,-0.029957477,-0.128245384,-0.012073412,0.254980892,0.105780907,0.022481378,-0.060350504,-505.681762695,1999.180908203,-7937.297851562,20117.806640625,1405.213867188,-6780.891113281,-0.072526030,-3.586193562,-4.124747276,-1.234746814,-0.002496634,-0.001525559
4.286004757,-0.085701182,-0.028710436,0.356868118,-0.038501967,0.020274080,-0.032240901,-0.139693469,-0.025552953,0.278429717,0.129909515,0.023855975,-0.078482017,23.804759979,2358.676513672,-8809.251953125,21198.984375000,1276.411621094,-8502.683593750,0.018464658,-3.531542301,-4.190130234,-1.253264427,-0.005861238,-0.001718096
4.306162528,-0.088258326,-0.029404793,0.362569541,-0.037103646,0.020647164,-0.034609575,-0.143147722,-0.031486720,0.291421235,0.134930938,0.023506688,-0.087201945,23.467142105,2462.715820312,-8826.634765625,20303.255859375,1260.510986328,-8125.305664062,0.013258776,-3.486733198,-4.242876530,-1.276329398,-0.005950858,-0.001638434
4.326209345,-0.092970394,-0.030137308,0.372387737,-0.032274019,0.021452615,-0.038372327,-0.108876370,-0.004449823,0.241785586,0.133889720,0.017638402,-0.075927265,1559.376342773,1399.258789062,-3190.112548828,2049.058593750,-304.697784424,-3276.121337891,0.283391565,-3.628921270,-4.450352669,-1.441424370,-0.018300461,-0.000352394
4.346271757,-0.094716400,-0.030140594,0.376959741,-0.031926405,0.021593545,-0.039993431,-0.104108848,0.004365270,0.230720595,0.091177553,0.014920210,-0.054277599,-500.965026855,1715.157592773,-6299.881835938,14398.125976562,1238.118774414,-3207.507080078,-0.084601521,-3.819436550,-4.415633678,-1.339735746,-0.003130597,-0.000751964
4.366333947,-0.097170167,-0.030465929,0.382094502,-0.031384800,0.021905208,-0.042324957,-0.137229130,-0.010011177,0.253580600,0.111142695,0.022762174,-0.070581183,-630.852600098,1984.087280273,-7966.573242188,20477.220703125,1673.021606445,-8240.552734375,-0.106622003,-3.870156765,-4.412952900,-1.293474913,-0.001252149,-0.001773077
4.386395557,-0.099953033,-0.031035447,0.387572289,-0.030072089,0.022302492,-0.045014109,-0.153762341,-0.023788303,0.276469946,0.136544138,0.025725696,-0.092042819,-43.917785645,2062.944580078,-7812.272460938,19182.324218750,1412.156860352,-9212.005859375,0.000881025,-3.822737217,-4.474022865,-1.310510874,-0.004932441,-0.002008651
4.406454845,-0.102788232,-0.031695146,0.393195778,-0.028431706,0.022695428,-0.047793534,-0.158074230,-0.030094119,0.289054543,0.144427061,0.025493713,-0.102036275,71.763938904,2188.661865234,-7909.092773438,18505.060546875,1390.792724609,-8871.065429688,0.019841447,-3.778512239,-4.529421806,-1.335097671,-0.005806143,-0.001879607
4.426536428,-0.106812030,-0.031682458,0.401596934,-0.024304850,0.023264656,-0.051100913,-0.109227560,0.005117496,0.225437656,0.097732060,0.014890363,-0.060711671,-381.878509521,1508.122436523,-5557.907226562,12686.907226562,1188.452392578,-3125.195556641,-0.076503262,-4.102020741,-4.682279110,-1.395518899,-0.003390889,-0.000776473
4.446619632,-0.109362483,-0.031987060,0.406601071,-0.023672804,0.023561118,-0.053725436,-0.143007219,-0.009405429,0.248067990,0.113284692,0.022704287,-0.078581981,-687.180175781,1818.745117188,-7421.354003906,19317.447265625,1769.130371094,-8943.123046875,-0.134708002,-4.153676987,-4.665522575,-1.345236421,-0.000253420,-0.001974237
4.466702734,-0.112330742,-0.032552272,0.411950737,-0.022248255,0.023964161,-0.056761153,-0.163947105,-0.024102205,0.271229655,0.139349163,0.026861601,-0.103300199,-132.632827759,2034.013427734,-7839.666992188,19602.277343750,1674.033081055,-10914.066406250,-0.020581532,-4.101419926,-4.716641903,-1.359529376,-0.003945662,-0.002268818
4.486785959,-0.115392134,-0.033225819,0.417452753,-0.020443739,0.024373844,-0.059896190,-0.170234695,-0.031329315,0.284087479,0.149727851,0.027065899,-0.114795782,81.942176819,2120.082763672,-7744.666992188,18393.416015625,1599.003173828,-10247.497070312,0.020699333,-4.045257568,-4.768538475,-1.384322286,-0.005512808,-0.002101057
